class,filename,path,year,month,day,hour,split
negative,2011091118.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091118.h5,2011,9,11,18,train
negative,2011091200.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091200.h5,2011,9,12,0,train
negative,2011091203.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091203.h5,2011,9,12,3,train
negative,2011091206.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091206.h5,2011,9,12,6,train
negative,2011091215.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091215.h5,2011,9,12,15,train
negative,2011091221.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091221.h5,2011,9,12,21,train
negative,2011091300.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091300.h5,2011,9,13,0,train
negative,2011091306.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091306.h5,2011,9,13,6,train
negative,2011091309.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091309.h5,2011,9,13,9,train
negative,2011091315.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091315.h5,2011,9,13,15,train
negative,2011091403.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091403.h5,2011,9,14,3,train
negative,2011091406.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091406.h5,2011,9,14,6,train
negative,2011091409.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091409.h5,2011,9,14,9,train
negative,2011091412.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011091412.h5,2011,9,14,12,train
negative,2011092909.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011092909.h5,2011,9,29,9,train
negative,2011092912.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011092912.h5,2011,9,29,12,train
negative,2011093003.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011093003.h5,2011,9,30,3,train
negative,2011093006.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011093006.h5,2011,9,30,6,train
negative,2011093012.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2011093012.h5,2011,9,30,12,train
negative,2012010709.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012010709.h5,2012,1,7,9,train
negative,2012010812.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012010812.h5,2012,1,8,12,train
negative,2012010821.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012010821.h5,2012,1,8,21,train
negative,2012010921.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012010921.h5,2012,1,9,21,train
negative,2012011012.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012011012.h5,2012,1,10,12,train
negative,2012011318.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012011318.h5,2012,1,13,18,train
negative,2012011509.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012011509.h5,2012,1,15,9,train
negative,2012011600.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012011600.h5,2012,1,16,0,train
negative,2012011606.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012011606.h5,2012,1,16,6,train
negative,2012013012.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012013012.h5,2012,1,30,12,train
negative,2012013118.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012013118.h5,2012,1,31,18,train
negative,2012020921.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012020921.h5,2012,2,9,21,train
negative,2012021003.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021003.h5,2012,2,10,3,train
negative,2012021015.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021015.h5,2012,2,10,15,train
negative,2012021021.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021021.h5,2012,2,10,21,train
negative,2012021103.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021103.h5,2012,2,11,3,train
negative,2012021109.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021109.h5,2012,2,11,9,train
negative,2012021115.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021115.h5,2012,2,11,15,train
negative,2012021121.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021121.h5,2012,2,11,21,train
negative,2012021203.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021203.h5,2012,2,12,3,train
negative,2012021206.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021206.h5,2012,2,12,6,train
negative,2012021509.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021509.h5,2012,2,15,9,train
negative,2012021512.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021512.h5,2012,2,15,12,train
negative,2012021515.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021515.h5,2012,2,15,15,train
negative,2012021518.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021518.h5,2012,2,15,18,train
negative,2012021521.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021521.h5,2012,2,15,21,train
negative,2012021600.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021600.h5,2012,2,16,0,train
negative,2012021603.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021603.h5,2012,2,16,3,train
negative,2012021909.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021909.h5,2012,2,19,9,train
negative,2012021915.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021915.h5,2012,2,19,15,train
negative,2012021921.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012021921.h5,2012,2,19,21,train
negative,2012022003.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022003.h5,2012,2,20,3,train
negative,2012022009.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022009.h5,2012,2,20,9,train
negative,2012022015.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022015.h5,2012,2,20,15,train
negative,2012022021.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022021.h5,2012,2,20,21,train
negative,2012022103.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022103.h5,2012,2,21,3,train
negative,2012022109.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022109.h5,2012,2,21,9,train
negative,2012022112.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022112.h5,2012,2,21,12,train
negative,2012022115.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022115.h5,2012,2,21,15,train
negative,2012022118.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022118.h5,2012,2,21,18,train
negative,2012022121.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022121.h5,2012,2,21,21,train
negative,2012022200.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022200.h5,2012,2,22,0,train
negative,2012022203.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022203.h5,2012,2,22,3,train
negative,2012022206.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022206.h5,2012,2,22,6,train
negative,2012022209.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022209.h5,2012,2,22,9,train
negative,2012022212.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022212.h5,2012,2,22,12,train
negative,2012022215.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022215.h5,2012,2,22,15,train
negative,2012022218.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022218.h5,2012,2,22,18,train
negative,2012022221.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022221.h5,2012,2,22,21,train
negative,2012022303.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022303.h5,2012,2,23,3,train
negative,2012022306.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022306.h5,2012,2,23,6,train
negative,2012022309.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022309.h5,2012,2,23,9,train
negative,2012022312.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022312.h5,2012,2,23,12,train
negative,2012022315.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022315.h5,2012,2,23,15,train
negative,2012022318.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022318.h5,2012,2,23,18,train
negative,2012022400.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022400.h5,2012,2,24,0,train
negative,2012022403.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022403.h5,2012,2,24,3,train
negative,2012022406.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022406.h5,2012,2,24,6,train
negative,2012022409.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022409.h5,2012,2,24,9,train
negative,2012022412.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022412.h5,2012,2,24,12,train
negative,2012022415.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022415.h5,2012,2,24,15,train
negative,2012022418.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022418.h5,2012,2,24,18,train
negative,2012022812.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022812.h5,2012,2,28,12,train
negative,2012022818.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022818.h5,2012,2,28,18,train
negative,2012022900.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022900.h5,2012,2,29,0,train
negative,2012022912.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022912.h5,2012,2,29,12,train
negative,2012022918.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012022918.h5,2012,2,29,18,train
negative,2012030100.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030100.h5,2012,3,1,0,train
negative,2012030106.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030106.h5,2012,3,1,6,train
negative,2012030112.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030112.h5,2012,3,1,12,train
negative,2012030118.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030118.h5,2012,3,1,18,train
negative,2012030200.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030200.h5,2012,3,2,0,train
negative,2012030206.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030206.h5,2012,3,2,6,train
negative,2012030209.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030209.h5,2012,3,2,9,train
negative,2012030212.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030212.h5,2012,3,2,12,train
negative,2012030215.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030215.h5,2012,3,2,15,train
negative,2012030218.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030218.h5,2012,3,2,18,train
negative,2012030221.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030221.h5,2012,3,2,21,train
negative,2012030300.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030300.h5,2012,3,3,0,train
negative,2012030303.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030303.h5,2012,3,3,3,train
negative,2012030306.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030306.h5,2012,3,3,6,train
negative,2012030309.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030309.h5,2012,3,3,9,train
negative,2012030312.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030312.h5,2012,3,3,12,train
negative,2012030315.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030315.h5,2012,3,3,15,train
negative,2012030318.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030318.h5,2012,3,3,18,train
negative,2012030321.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030321.h5,2012,3,3,21,train
negative,2012030400.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030400.h5,2012,3,4,0,train
negative,2012030403.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030403.h5,2012,3,4,3,train
negative,2012030406.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030406.h5,2012,3,4,6,train
negative,2012030409.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012030409.h5,2012,3,4,9,train
negative,2012031218.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031218.h5,2012,3,12,18,train
negative,2012031815.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031815.h5,2012,3,18,15,train
negative,2012031821.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031821.h5,2012,3,18,21,train
negative,2012031903.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031903.h5,2012,3,19,3,train
negative,2012031906.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031906.h5,2012,3,19,6,train
negative,2012031909.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031909.h5,2012,3,19,9,train
negative,2012031912.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031912.h5,2012,3,19,12,train
negative,2012031915.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031915.h5,2012,3,19,15,train
negative,2012031918.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031918.h5,2012,3,19,18,train
negative,2012031921.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012031921.h5,2012,3,19,21,train
negative,2012032000.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012032000.h5,2012,3,20,0,train
negative,2012032003.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012032003.h5,2012,3,20,3,train
negative,2012032006.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012032006.h5,2012,3,20,6,train
negative,2012032009.h5,E:\NAS\Work\Ap\data\dataset_class\negative\2012032009.h5,2012,3,20,9,train
